"","barcode","Genotype","line","compartment","plant_height","branch_number","pod_weight_plant","main","pods_plant","pods_branch","weight_pod","first_flowers_DAS","peak_flowers_DAS","flowering_days_to_peak","total_flowering_days","pixel.day_peak","pixel.days_to_peak","total_pixel.days","mean_pixel.days_to_peak","R01_raceme_start","R02_mean_rate","R03_max_rate","R04_DAS_of_max_rate","R05_main_ext_period","R06_50ht_period","R07_75ht_period","R08_50ht_rate","R09_75ht_rate","R10_max_height","R11_max_height_DAS","R12_extension_days_to_max","seed wt_10p_g","seeds_per_pod","TGW_g","BBCH51","BBCH61"
"297","BR024-40217","N1C2J1_PH40","L4","C6",130,13,25.7,NA,NA,NA,NA,51,74,24,44,16160,145567.5,250232.5,6065.3125,44.73798611,43.36868368,101.054972,47.73746528,21.82450376,9.190393348,15.9121949,58.81141095,49.91454698,1315,90.73746528,45.99947917,1166,8,1.39,38,52
"298","BR024-40218","N1C2J1_PH40","L5","C6",122,14,50.7,NA,NA,NA,NA,47,67,21,38,42185,244485,577280,11642.14286,42.79583333,45.53412683,114.9880221,44.79565972,21.23681878,9.398481481,15.82786077,59.4776934,51.42830176,1320,86.79474537,43.99891204,2136,9,2.37,37,48
"299","BR024-41111","N1C1J1.N1C2J1","L2","C5",168,18,60.3,45,1052,55,0.057319392,61,75,15,38,14985,135385,251570,9025.666667,48.0808912,66.08536374,137.9984028,52.0809838,20.50681003,7.333568673,14.63839835,103.6330379,77.33086457,1788,80.1227662,32.041875,1787,9,2.05,46,62
"300","BR024-41112","N1C1J1.N1C2J1","L3","C5",182,23,35.8,40,719,30,0.049791377,55,71,17,50,30950,266890,567132,15699.41176,46.1565625,67.69124671,127.9896305,49.1562037,19.96269925,9.901285342,15.73797178,77.21219757,71.88029156,1767,71.15637731,24.99981481,1291,5,2.69,43,57
"301","BR024-41113","N1C1J1.N1C2J1","L5","C5",170,18,49.8,NA,NA,NA,NA,57,75,19,37,33245,306854.5,465495.5,16150.23684,47.27788194,54.8546701,127.0132305,50.27747685,24.40448548,8.124822049,17.98338372,91.75585576,62.07118846,1783,79.27760417,31.99972222,2749,9,3.02,46,59
"302","BR024-41114","N1C1J1.N1C2J1","L7","C5",149,12,21.5,NA,NA,NA,NA,60,71,12,36,5675,31705,97165,2642.083333,48.3962963,42.52549125,137.047586,52.39622685,30.06667207,8.676466163,17.40282022,85.86445057,61.972714,1634,92.35376157,43.95746528,2166,9,2.33,46,63
"303","BR024-41215","N1C1J1.N1C2J1","L2","C6",155,16,40.2,NA,NA,NA,NA,57,70,14,48,37932,231554,652642,16539.57143,47.5799537,71.19421005,130.9848397,50.58020833,18.07871734,6.584627755,11.62502025,109.2696545,92.40844114,1719,74.64295139,27.06299769,2053,8,2.7,46,60
"304","BR024-41216","N1C1J1.N1C2J1","L3","C6",156,22,26.8,46,674,29,0.039762611,63,74,12,30,1030,4727.5,13665,393.9583333,46.64708333,43.53219118,116.0147704,49.64706019,29.4058251,11.70008681,20.5197989,63.97388433,52.66864482,1629,102.6473495,56.0002662,1892,9,2.08,44,62
"305","BR024-41217","N1C1J1.N1C2J1","L5","C6",158,18,51.1,NA,NA,NA,NA,54,65,12,40,28869,164545,400857.5,13712.08333,44.77563657,82.20388349,133.0939668,47.77511574,15.10999173,6.33475801,11.10528352,112.7904174,94.03181814,1619,81.77519676,36.99956019,2608,10,2.58,43,55
"306","BR024-41218","N1C1J1.N1C2J1","L7","C6",194,18,54,50,832,44,0.064903846,56,70,15,38,36254,289217,489036,19281.13333,46.88234954,64.19732773,111.9222762,50.87959491,24.54930845,9.122188947,16.36925364,99.09902166,80.88334565,1980,78.87982639,31.99747685,3346,13,2.53,46,58
"307","BR024-42111","N5C2J1_PH42","L2","C5",189,12,8.3,68,470,36,0.017659574,77,98,22,29,24735,251201.5,388880,11418.25,70.08212963,70.34084705,230.970594,76.08233796,22.51749967,8.818995404,16.54671602,100.1814787,79.84968125,2051,102.0822685,32.00013889,725,3,2.2,67,80
"308","BR024-42112","N5C2J1_PH42","L3","C5",213,10,20.8,NA,NA,NA,NA,71,89,19,34,16779,159608.5,300078.5,8400.447368,64.14678241,79.83239626,299.0657668,70.14670139,18.53508186,7.422275856,13.51159433,113.5096588,91.82854146,1893,89.14693287,25.00015046,1680,7,2.55,61,NA
"309","BR024-42113","N5C2J1_PH42","L4","C5",198,11,15.6,44,596,50,0.026174497,76,95,20,29,25944,254633.5,446102,12731.675,69.21393519,73.25704667,277.81028,76.2140162,21.7003015,8.694709599,15.92801595,103.5687264,83.57914787,2023,95.21696759,26.00303241,1839,7,2.83,66,NA
"310","BR024-42114","N5C2J1_PH42","L7","C5",203,12,10.4,NA,NA,NA,NA,77,99,23,28,29467,324102.5,451264.5,14091.41304,70.37329861,65.86237957,125.0188107,77.37335648,22.11884857,8.070731932,15.78120856,99.61921753,76.80020165,1932,103.3735995,33.00030093,935,4,2.13,71,80
"311","BR024-42215","N5C2J1_PH42","L2","C6",197,19,4,61,243,12,0.016460905,83,104,22,22,20968,206520,206520,9387.272727,78.57813657,69.52262553,163.9981019,83.57821759,20.41925185,8.037410012,14.76387201,96.29967849,79.7555004,1914,104.5780671,25.99993056,627,3,2.32,NA,NA
"312","BR024-42216","N5C2J1_PH42","L3","C6",174,10,3.9,NA,NA,NA,NA,81,101,21,24,18926,190949,243631,9092.809524,74.71642361,61.51059407,122.0070606,80.65763889,22.16853894,8.973932029,14.75871848,83.57540458,76.80206118,1834,104.6574074,29.9409838,807,4,1.83,73,79
"313","BR024-42217","N5C2J1_PH42","L5","C6",220,9,17.2,NA,NA,NA,NA,76,94,19,29,25732,233928,450419,12312,68.77171296,81.73396121,318.3820379,75.77201389,18.79267782,7.071708003,14.02118512,119.3488192,91.0408064,2030,92.77184028,24.00012731,1854,6,3.14,66,78
"314","BR024-42218","N5C2J1_PH42","L7","C6",189,12,17,119,609,47,0.027914614,74,97,24,31,18163,231888.5,340953.5,9662.020833,63.85913194,61.56686685,218.8227131,70.8600463,21.74708684,10.56032342,15.76843729,70.68912288,70.82185631,1781,94.85983796,31.00070602,1767,8,2.33,62,75
"315","BR024-43111","N5C2J2.N5C2J2","L2","C5",199,9,19.8,NA,NA,NA,NA,68,88,21,38,41673,404476.5,727593,19260.78571,61.0830787,72.02586696,121.0154071,64.08319444,22.66824502,9.132991446,16.0449692,100.6789512,85.08897603,2083,99.08331019,38.00023148,928,4,2.58,59,72
"316","BR024-43112","N5C2J2.N5C2J2","L2","C5",158,26,25.7,95,874,32,0.029405034,64,85,22,42,38889,379661.5,724046.5,17257.34091,57.09814815,32.94968169,198.9953936,61.09800926,33.41155191,6.150032407,20.90177259,98.94256805,43.83599506,1531,105.0866667,47.98851852,774,4,1.98,53,67
"317","BR024-43113","N5C2J2.N5C2J2","L4","C5",210,9,2.3,NA,NA,NA,NA,75,95,21,30,38396,424160,677885.5,20198.09524,67.23260417,73.10560436,116.0282013,71.23261574,18.49926571,8.449949314,13.96299858,89.23130448,80.78493985,1796,92.23277778,25.00017361,249,2,1.66,63,76
"318","BR024-43114","N5C2J2.N5C2J2","L7","C5",190,18,21.8,45,1061,56,0.020546654,63,81,19,38,40105,393483,731516,20709.63158,53.3872338,70.13553488,210.8535739,59.38728009,22.41517089,8.118720238,15.73230502,109.4384304,83.63364418,2009,89.38722222,35.99998843,282,3,0.97,53,67
"319","BR024-43215","N5C2J2.N5C2J2","L1","C6",193,16,3.2,NA,NA,NA,NA,65,88,24,40,31405,364846.5,687663,15201.9375,59.50667824,64.27183465,133.0092368,63.50652778,19.35373413,6.589181548,12.7911169,104.9447484,81.05234345,1681,102.5065972,42.99991898,422,3,1.36,55,69
"320","BR024-43216","N5C2J2.N5C2J2","L3","C6",228,10,3.5,42,214,19,0.01635514,71,89,19,34,32131,294162.5,735658,15482.23684,64.67158565,72.11273054,228.787944,71.74667824,21.98779589,9.242344008,16.68475909,96.51231324,79.4437602,2034,95.67123843,30.99965278,292,2,1.72,62,73
"321","BR024-43217","N5C2J2.N5C2J2","L4","C6",184,10,18.8,NA,NA,NA,NA,68,89,22,37,38850,432745.5,723950,19670.25,60.72914352,61.04406752,119.0110195,64.72928241,22.37236239,8.36548433,16.80998214,92.34372685,68.0101853,1783,92.72944444,32.00030093,558,3,2.07,58,72
"322","BR024-43218","N5C2J2.N5C2J2","L5","C6",185,13,0.6,4,28,2,0.021428571,79,99,21,26,24736,252567,364644,12027,74.84740741,65.2345207,176.0203727,78.79283565,20.49681649,7.744386432,15.06402473,96.2632749,74.03399956,1779,100.7918056,25.94439815,150,1,1.88,71,NA
"323","BR024-44111","N6C2J2_PH44","L2","C5",140,8,17.1,NA,NA,NA,NA,69,89,21,37,27353,258620,575714,12315.2381,61.08418981,47.23432812,122.0240094,65.0841088,22.23806375,7.722357896,15.47005103,75.62457061,56.59321991,1466,97.08469907,36.00050926,1032,6,1.88,59,72
"324","BR024-44112","N6C2J2_PH44","L3","C5",172,11,21.3,8,544,45,0.039154412,58,80,23,47,20900,210489,460228.5,9151.695652,51.14351852,36.2062778,112.9764632,54.14354167,27.27703757,6.913769357,12.99994213,81.28706224,63.69259122,1364,90.14369213,39.00017361,1575,7,2.35,48,61
"325","BR024-44113","N6C2J2_PH44","L4","C5",170,14,14.8,26,486,32,0.030452675,67,92,26,38,28155,252307.5,504803.5,9704.134615,59.2350463,33.2804929,85.01771202,62.23467593,24.32656278,6.229475372,11.53560723,73.20038571,58.68785117,1184,104.2378472,45.00280093,1089,5,2.27,53,73
"326","BR024-44114","N6C2J2_PH44","L7","C5",124,10,7.5,NA,NA,NA,NA,63,90,28,42,11845,170848,280733,6101.714286,57.39861111,42.64452284,72.94596595,59.39885417,17.88506353,6.750014468,12.15830044,61.25912796,51.9603873,1173,92.3559838,34.95737269,793,3,2.83,53,67
"327","BR024-44215","N6C2J2_PH44","L1","C6",163,12,5,12,217,17,0.023041475,66,89,24,39,23403,211542.5,486217.5,8814.270833,59.53842593,31.6263827,102.0129878,63.53819444,30.88560615,8.922918447,18.98365876,60.96660002,42.90532243,1382,104.5381366,44.99971065,715,4,1.79,54,67
"328","BR024-44216","N6C2J2_PH44","L3","C6",117,11,14.5,NA,NA,NA,NA,63,81,19,42,22095,198602.5,385294.5,10452.76316,55.65313657,35.49412524,98.01134391,59.6530787,22.66008796,4.861922333,9.12229059,90.80770316,73.2546276,1207,98.65309028,42.9999537,689,3,2.03,53,66
"329","BR024-44217","N6C2J2_PH44","L4","C6",112,18,12.2,16,423,22,0.028841608,61,81,21,44,10725,107320,199941,5110.47619,54.72138889,35.13893396,96.99550947,55.72143519,21.72518953,6.159109322,11.11546074,70.9518174,57.66742514,1116,92.72168981,38.00030093,733,4,1.93,52,64
"330","BR024-44218","N6C2J2_PH44","L7","C6",125,9,26.1,NA,NA,NA,NA,63,88,26,42,15815,208968,344873.5,8037.230769,55.85538194,29.11343381,118.0245885,59.85555556,36.54326751,8.465963016,24.43790943,72.2304124,36.5927373,1431,95.85564815,40.0002662,1604,7,2.43,53,66
"331","BR024-45111","N4C2J1_PH45","L2","C5",163,23,0.9,8,56,2,0.016071429,65,82,18,41,20075,172915,389722,9606.388889,56.08552083,50.35144358,103.0035765,59.08550926,19.43340509,5.917025047,11.91221088,92.02259509,68.480151,1385,87.08584491,31.00032407,237,1,2.96,54,68
"332","BR024-45112","N4C2J1_PH45","L3","C5",145,19,10.2,NA,NA,NA,NA,64,80,17,41,20090,127320.5,282995.5,7489.441176,54.15511574,71.6519462,109.9732704,57.15518519,17.45242197,7.006058749,12.28126447,103.9814289,85.88285048,1605,80.19321759,26.03810185,1217,4,3.04,53,67
"333","BR024-45113","N4C2J1_PH45","L4","C5",158,16,28.9,NA,NA,NA,NA,62,78,17,43,8570,64005,159740,3765,52.22769676,53.06450018,109.9923616,55.22773148,21.46067514,7.931242816,14.53196907,82.45870353,65.85480573,1512,88.22777778,36.00008102,940,4,2.61,50,65
"334","BR024-45114","N4C2J1_PH45","L5","C5",170,18,25.3,69,783,41,0.032311622,68,88,21,37,13050,145945,217847.5,6949.761905,57.29505787,72.99259586,139.9708394,61.29516204,15.85914279,6.045602378,11.25002315,108.5086248,86.17760046,1554,81.29528935,24.00023148,1303,6,2.17,55,70
"335","BR024-45215","N4C2J1_PH45","L1","C6",170,14,28.7,NA,NA,NA,NA,61,80,20,44,31895,301144,596098.5,15057.2,52.53927083,67.2454976,151.9947224,56.53936343,18.92468708,7.133588735,13.67514207,103.0336942,78.31728507,1644,92.5487963,40.00952546,2395,8,3.19,51,66
"336","BR024-45216","N4C2J1_PH45","L2","C6",156,18,2.2,71,142,7,0.015492958,67,85,19,38,14890,115375,218967.5,6072.368421,56.60091435,61.33963097,158.9668819,60.60090278,19.01380855,6.328975238,13.01853558,101.675228,74.52835182,1607,88.60115741,32.00024306,321,1,2.47,55,70
"337","BR024-45217","N4C2J1_PH45","L4","C6",150,22,5.1,NA,NA,NA,NA,68,85,18,37,13905,95727.5,195315,5318.194444,58.70484954,42.00209654,149.9861124,61.7050463,31.41271767,8.615550214,15.62421548,87.40010578,70.85155741,1716,90.70505787,32.00020833,644,4,1.74,57,71
"338","BR024-45218","N4C2J1_PH45","L5","C6",179,19,2,8,42,2,0.047619048,70,94,25,35,14165,127977.5,216862.5,5119.1,58.79549769,62.48816046,114.9268406,61.79597222,17.59213252,6.093942419,11.16951408,101.1660363,82.21038031,1507,85.79587963,27.00038194,352,2,1.68,57,74
"339","BR024-46111","N6C2J2.N4C2J1","L2","C5",159,15,8.3,31,323,20,0.025696594,61,82,22,45,40555,324727.5,747419,14760.34091,54.08645833,53.66287072,125.9693824,55.08670139,22.76620657,8.726305941,15.80987136,79.35774939,64.72222173,1623,85.08702546,31.00056713,641,4,1.78,50,64
"340","BR024-46112","N6C2J2.N4C2J1","L3","C5",134,12,24,NA,NA,NA,NA,60,80,21,31,11955,106537.5,143968,5073.214286,50.1400463,66.67236645,123.0085423,52.14015046,15.36918598,5.477399253,11.28145327,104.3378387,75.76594784,1433,81.1403588,31.0003125,1076,4,2.45,48,62
"341","BR024-46113","N6C2J2.N4C2J1","L4","C5",110,12,22.3,NA,NA,NA,NA,69,81,13,36,31710,171072.5,568821,13159.42308,60.2174537,55.74943455,105.9877329,63.21725694,18.59032308,6.792289265,13.15829838,85.09649361,65.69998451,1446,93.22028935,33.00283565,1063,4,2.53,57,72
"342","BR024-46114","N6C2J2.N4C2J1","L5","C5",189,17,13.6,23,466,26,0.029184549,66,85,20,39,35072,341450.5,692928,17072.525,57.28684028,54.3245661,104.9769148,61.28694444,20.14374119,7.029503336,14.20853504,86.99049858,64.27474738,1507,83.28697917,26.00013889,1168,5,2.25,55,70
"343","BR024-46215","N6C2J2.N4C2J1","L1","C6",157,13,20.3,34,571,41,0.035551664,58,72,15,47,24285,136110,486970.5,9074,49.51854167,63.13569408,147.9845849,53.51861111,18.41113837,6.603418143,12.62220756,103.5827181,77.87861158,1496,97.51855324,48.00001157,1448,6,2.59,47,60
"344","BR024-46216","N6C2J2.N4C2J1","L2","C6",140,11,32.3,NA,NA,NA,NA,58,75,18,47,24395,214777,502813.5,11932.05556,50.61092593,42.43017474,137.9968056,52.6106713,25.55256976,5.524876157,10.7387208,110.9527132,84.50727203,1478,95.61111111,45.00018519,2734,9,2.97,48,60
"345","BR024-46217","N6C2J2.N4C2J1","L4","C6",168,18,31.9,37,818,43,0.038997555,56,71,16,49,19735,167132,308788.5,10445.75,47.7040625,69.19819812,140.0081023,51.70391204,15.57265983,6.230509259,11.09544055,100.1523269,81.79035304,1434,71.92516204,24.22109954,1047,4,2.91,46,57
"346","BR024-46218","N6C2J2.N4C2J1","L7","C6",160,13,12,NA,NA,NA,NA,60,84,25,45,15095,133101.5,226989,5324.06,51.86137731,54.63052975,171.0059377,54.8609838,19.62638849,6.162551927,12.98580522,100.1208602,69.42195608,1438,99.86833333,48.00695602,654,4,1.72,49,64
"347","BR024-47111","O1J3_PH47","L2","C5",138,7,37.7,NA,NA,NA,NA,51,68,18,55,46404,298554,838664.5,16586.33333,50.08762731,28.92611107,58.00335668,53.08759259,35.16200285,16.59093119,26.00919447,33.3615994,32.42122708,1459,95.0878125,45.00018519,1327,7,2.01,39,52
"348","BR024-47112","O1J3_PH47","L3","C5",164,8,39.7,83,772,86,0.05142487,51,68,18,54,50185,310840,800596.5,17268.88889,51.15842593,29.97549222,68.00708407,53.15822917,39.42554109,14.88573512,26.70015278,43.06136008,36.66645686,1652,104.1645255,53.00609954,1462,6,2.44,40,53
"349","BR024-47113","O1J3_PH47","L4","C5",122,8,45.5,53,816,91,0.055759804,48,66,19,48,39458,281497,671012.5,14815.63158,47.2258912,30.31862129,63.99629651,51.2255787,28.00259259,11.36079925,18.72387731,40.93021887,37.65245778,1260,89.22568287,41.99979167,2324,10,2.42,39,50
"350","BR024-47114","O1J3_PH47","L7","C5",120,6,38.2,NA,NA,NA,NA,50,67,18,45,29567,197448,527704,10969.33333,49.38002315,29.24017115,65.41109053,51.3806713,28.51214502,14.87538339,24.04895171,30.41938403,28.72266569,1253,89.3805787,40.00055556,2624,10,2.65,39,52
"351","BR024-47215","O1J3_PH47","L1","C6",164,9,28.8,NA,NA,NA,NA,48,64,17,57,36487,258952,631458,15232.47059,45.52474537,36.1021967,75.02518206,48.52453704,29.83474964,10.3778101,21.30428489,57.18932937,42.04553237,1509,103.5245833,57.99983796,1402,5,2.7,36,51
"352","BR024-47216","O1J3_PH47","L3","C6",180,8,41.4,134,792,88,0.052272727,47,64,18,58,36549,250437,650962.5,13913.16667,47.65189815,36.33895141,66.98837007,48.65207176,35.31472292,16.51496358,26.62937769,42.9004882,40.09669367,1737,98.65197917,51.00008102,1909,7,2.58,38,49
"353","BR024-47217","O1J3_PH47","L5","C6",149,7,42.3,NA,NA,NA,NA,49,67,19,41,33308,271481,629731,14288.47368,48.77064815,38.73504342,73.01774737,51.77030093,28.17603657,14.21061038,22.2375859,42.29234241,40.80928587,1526,89.77054398,40.99989583,2743,11,2.52,40,50
"354","BR024-47218","O1J3_PH47","L7","C6",198,6,32.6,133,546,78,0.05970696,51,63,13,54,26207,155562,488216.5,11966.30769,48.88855324,40.96939965,87.03525734,52.88835648,37.08865673,14.7743039,25.5637037,56.68625781,49.43532497,2005,97.89002315,49.00146991,2309,7,3.25,40,52
"355","BR024-48111","N6C2J2_PH48","L2","C5",86,7,20.6,NA,483,60,0.042650104,56,68,13,50,1940,10815,36317.5,831.9230769,51.08920139,24.29467322,67,51.08920139,20.92228183,7.522854061,14.53115017,35.82416963,28.81740227,897,95.08938657,44.00018519,900,4,2.05,46,55
"356","BR024-48112","N6C2J2_PH48","L3","C5",87,9,30.3,NA,NA,NA,NA,57,80,24,48,5240,51490,87322.5,2145.416667,50.14885417,19.36228115,90.97999283,51.14907407,34.10755143,10.75022859,25.62761719,34.7899579,21.57828393,1016,97.15493056,47.00607639,1795,8,2.3,46,56
"357","BR024-48113","N6C2J2_PH48","L4","C5",76,11,22.7,NA,NA,NA,NA,59,68,10,32,3520,15070,39980,1507,50.23703704,18.07217755,41.99611147,53.23708333,20.13592436,6.456502114,13.4239372,26.5623703,21.73356413,781,86.23737269,36.00033565,734,5,1.47,44,57
"358","BR024-48114","N6C2J2_PH48","L7","C5",123,11,38.4,6,1123,94,0.034194123,58,83,26,46,25350,344707.5,564075.5,13257.98077,50.40618056,31.7103644,87.03122648,52.39952546,28.57425378,9.628520744,20.90626143,55.0967292,36.60386639,1239,88.40030093,37.99412037,1489,7,2.26,46,61
"359","BR024-48215","N6C2J2_PH48","L1","C6",110,13,3.7,8,172,12,0.021511628,63,86,24,42,4985,56771.5,117911.5,2365.479167,55.52892361,29.26059312,111.3673576,58.52894676,36.349229,9.617733524,35.34094752,63.84040465,25.3247313,1424,95.52909722,40.00017361,895,4,2.08,53,65
"360","BR024-48216","N6C2J2_PH48","L2","C6",116,13,37.2,NA,NA,NA,NA,58,70,13,36,17545,100052,320104.5,7696.307692,49.60752315,48.78565864,110.9974306,52.60737269,17.75726769,5.435996043,9.81084886,92.62331981,74.43290692,1207,81.60787037,32.00034722,2235,9,2.57,48,60
"361","BR024-48217","N6C2J2_PH48","L4","C6",115,10,38.2,NA,NA,NA,NA,55,67,13,43,12450,70015,231627.5,5385.769231,48.71346065,28.89607023,115.0346169,49.71315972,28.24605538,6.235047658,20.64613186,75.86148911,33.29921579,1158,97.71340278,48.99994213,2254,10,2.3,46,57
"362","BR024-48218","N6C2J2_PH48","L5","C6",92,9,29.1,1,700,70,0.041571429,54,72,19,51,6230,54568,124548,2872,48.78763889,27.46191001,110.0484009,49.78719907,25.01646825,9.333109568,16.90366431,44.03677006,34.51914268,990,95.78752315,46.99988426,1869,7,2.56,46,55
"363","BR024-49111","N6C2J2.O1J3","L2","C5",152,5,32.1,NA,NA,NA,NA,58,82,25,38,12160,109997.5,190727.5,4399.9,49.09024306,39.29537452,82,51.09030093,30.04933824,12.76739207,21.40338822,52.32078694,46.18427653,1582,102.0904861,53.00024306,599,5,1.33,44,55
"364","BR024-49112","N6C2J2.O1J3","L3","C5",147,7,39.9,NA,NA,NA,NA,54,80,27,51,11500,120395,209711.5,4459.074074,47.17373843,42.22371629,97.07078078,48.17300926,27.36140021,11.60159893,19.25725767,57.96614794,50.59131559,1507,97.17902778,50.00528935,1861,7,2.7,41,54
"365","BR024-49113","N6C2J2.O1J3","L4","C5",177,7,27.8,36,747,93,0.037215529,53,77,25,52,15775,155487.5,376324,6219.5,47.23039352,36.92337689,102.0377918,48.23002315,34.66638503,13.09495756,23.60489614,56.5103015,45.64730951,1650,95.23295139,48.00255787,1168,5,2.43,41,53
"366","BR024-49114","N6C2J2.O1J3","L5","C5",140,9,24.6,51,920,92,0.02673913,54,76,23,51,8000,37120,209577.5,1613.913043,46.28390046,23.17826701,95.04290131,48.28351852,44.36914975,18.08666415,32.87474682,32.17840477,26.19031577,1416,104.2835532,57.99965278,867,4,2.11,40,50
"367","BR024-49215","N6C2J2.O1J3","L1","C6",192,9,10.2,NA,NA,NA,NA,55,100,46,50,7630,139160,165125,3025.217391,48.52011574,35.46449217,108.0037501,51.5200463,37.16111298,11.68190236,25.81376382,64.84389073,42.91315314,1701,104.5200116,55.99989583,646,2,3.59,44,55
"368","BR024-49216","N6C2J2.O1J3","L4","C6",125,11,19.8,15,916,76,0.021615721,55,82,28,50,7360,81497.5,175322.5,2910.625,48.70274306,24.40111294,64.99473422,48.70274306,34.52301549,12.07865284,20.6217563,37.75255453,33.82350126,1266,102.7026505,53.99990741,585,4,1.63,41,53
"369","BR024-49217","N6C2J2.O1J3","L4","C6",132,7,31.6,1,1023,128,0.030889541,59,80,22,46,8380,80352.5,143622.5,3652.386364,45.71570602,32.48225949,89,46.71570602,30.3611884,16.13021135,22.52358135,34.65546655,36.67267595,1368,104.7155208,58.99981481,1390,8,1.78,40,50
"370","BR024-49218","N6C2J2.O1J3","L7","C6",144,9,33.7,NA,NA,NA,NA,60,79,20,45,13905,130670,281136.5,6533.5,53.86545139,40.58274848,106.0049076,54.86540509,27.40080556,11.61940421,20.36783179,55.08027678,45.90572083,1480,103.8661806,50.00072917,1746,7,2.43,48,63
